rating,review_text,steming_data
2,Tetap masih di minta ke playstore buat update..,playstore update
1,"Aplikasi yg blum sempurna, sering error",aplikasi sempurna error
1,dari awal mpe skrg ga bisa isi data tolong di perbaiki lagi suruh balik ke play store untuk apa lagi tolong jangan ganti aplikasi trs perbaiki aja yg sudah ada,mpe isi data tolong baik suruh play store tolong ganti aplikasi baik
1,Aplikasinya kurang sempurna Harus nge downlud terus,aplikasi sempurna nge downlud
1,jelek bangettt gabisa Mulu mau daftar.menyulitkan .,jelek banget mulu daftarmenyulitkan
1,iya lemot error,iya lot error
1,gimana mau cepet selesai kerjaan kalau loading terus,cepat selesai kerja loading
1,"saya mohon perhatian nya kenapa server nya selalu... erroorr... tidak bisa di gunakan disaat di perlukan, saya mau laporan... verval, ga bisa laporan yg lain nya pun ga bisa di buka semenjak di ganti sama aplikasi yg baru ini, jdi menghambat semua kegiatan, setiap kali mau di pakai selalu gagal server tidak aktip dan di arah kan ke play store.. sudah berapa kali di ulang "" selalu sama jawaban nya kayak gitu, jadi kita ini tidak bisa bikin laporan dan input data, sia"" kita tdk ada hasil kerjanya",mohon perhati ya server ya erroorr saat perlu lapor verval lapor ya buka semenjak ganti aplikasi hambat giat kali pakai gagal server aktip arah play store kali ulang ya kayak bikin lapor input data sia hasil kerja
2,kurang nyambung pegat pegat,sambung pegat pegat
1,minta di update terus pdhl udah di update... setelah bisa di update eh.... muter2 ngak selesai2 . kapan mau masukkan data-data.. mending di perbaiki dulu deh aplikasinya.,update update update eh muter selesai masuk datadata mending baik deh aplikasi
1,"Aplikasi aneh, mau masuk malah disuruh update padahal udh versi terbaru.",aplikasi aneh masuk suruh update versi baru
1,"aplikasinya lemot, bolak balik pembaharuan aja lagi ke playstore",aplikasi lot bolak baharu playstore
2,lupa kata sandi tapi verifikasi tidak masuk email saya,lupa sandi verifikasi masuk email
1,"kenapa tidak bisa di buka, selaku uninstal terus",buka uninstal
1,"aplikasi gajelas lama lama sering eror, tolong perbaiki.",aplikasi eror tolong baik
1,aplikasi sudah ku update tpi masih di suruh tuk update lagi😭,aplikasi ku update suruh update
1,susah x jaringan,susah kali jaring
1,aplikasi tidak bisa dibuka...tiap dibuka dialihkan lagi ke play store,aplikasi dibukatiap buka alih play store
1,notif pembaruan terus meskipun diperbaruhi namun g bisa dibuka,notif baru baruh buka
1,aplikasinya muter terus menyulitkan pendataan,aplikasi muter sulit data
2,muat data jadikan 100/sekali pencet seperti dulu____data yang sudah dikerjakan taruh dibagian atas supaya mudah dihitung dan dicari,muat data jadi pencet duludata taruh bagi mudah hitung cari
1,aplikasi GK bisa saya buka hanya berputar2 saja,aplikasi buka putar
1,aplikasinya eror terus,aplikasi eror
2,kurang bagus di perbarui selalu gak bisa..,bagus baru
2,sering loding....kesellll,lodingkesellll
1,"Aplikasi minta pembaruan terus menerus, padahal udah di update",aplikasi baru terus update
1,maaih sering lemot dan setiap di buka sering mengarahkan ke playstore,maaih lot buka arah playstore
1,"lemottttttttttt, sudah sampai akhir sheet eeee ternyata network eror lah apalah, padahal sinyal buagus pwoll, aplikasi apaan ini ??????? gak membantu, malah mempersulit, merepotkan!!",lemottttttttttt sheet eeee network eror apa sinyal buagus pwoll aplikasi bantu sulit repot
2,lemot sering error,lot error
2,kenapa aplikasi nya setiap kali mau d gunakan selalu eror .,aplikasi ya kali eror
2,pndataan Sruh cpet tp lamaaaa bgt loadingnya lancar KLO tengah mlem tp msa iya kita kerjanya tengah MLM trus smpe pagi🥱,pndataan sruh cepat lamaaaa banget loadingnya lancar mlem iya kerja malam pagi
1,aplikasi sampah udah di update kok masih keluar perlu update trs,aplikasi sampah update update
1,"udh download harus update juga, padahal udh dj PlayStore, selalu ansh server buatan pemerintah",download update dj playstore ansh server buat perintah
1,gak bisa dibuka,buka
1,"aplikasi tidak bisa di buka. minta update terus, tapi tidak bisa update",aplikasi buka update update
1,"aplikasi gak bisa masuk, sudah update tapi masih ada keterangan app perlu di update, pengisian data menyita waktu perlu diulangi lagi padahal tinggal masukin foto....payah banget menjengkelkan",aplikasi masuk update terang app update isi data sita ulang tinggal pasuk fotopayah banget jengkel
1,"setiap buka aplikasi disarankan update aplikasi pdhl sdh update, bikin ribet",buka aplikasi saran update aplikasi update bikin ribet
1,tidak bagus,bagus
1,muter terus ga bsa di isi lola,muter isi lola
2,tiap taun ganti bikin pusing dan aplikasi y jelek trus hrus k ply store trus,ganti bikin pusing aplikasi ya jelek ply store
1,"lemot banget, error terus server e",lot banget error server e
1,sering eror,eror
1,tidak bisa dibuka,buka
1,perbaruan versi Mulu padahal di gplay gak ada upgrade lagi. jadi gak bisa buka loading terus lama. lemot !!!,baru versi mulu gplay upgrade buka loading lot
1,Aplikasi sampah,aplikasi sampah
2,kenapa udah diinstal tapi muter terus ..,diinstal muter
1,"apalah mo masuk ke apk malah suruh update, udah di update tetep ae gak bisa masuk",apa masuk apk suruh update update masuk
1,aplikasinya selalu gk bisa d buka uda di update selalu eror. tolong dong di upgrade,aplikasi buka update eror tolong upgrade
1,aplikasinya tdk bisa terbuka,aplikasi buka
2,susah,susah
1,aplikasi membagongkan .. bikin bingung update gagal j,aplikasi bagong bikin bingung update gagal
2,Tolong dong bapak ibu IT yg terhormat setiap kali berhubungan dengan aplikasi kok ya selalu buruk.. diperhatikan lagi jika ada error nya kita para pendata kudu kulak'an sabar kemana lagi,tolong hormat kali hubung aplikasi ya buruk perhati error ya data kudu kulak sabar mana
1,aplikasi sering upgrade tp mlh susah input nya. muter2 mlu,aplikasi upgrade susah input ya muter melulu
2,susah x bolak balik donlod,susah kali bolak donlod
1,"Gak bisa di gunakan,, ada notif pembaruan muncul terus, mengganggu banget",notif baru muncul ganggu banget
1,"aplikasi gajelas di suruh perbarui tapi tidak ada perbarui, apk sudah di hapus instal ulang tetep gajelas",aplikasi suruh baru baru apk hapus instal ulang
1,pas mau pake verval nya selalu gagal dan error,pas pakai verval ya gagal error
1,Aplikasinya harus muter-muter untuk update versi.,aplikasi mutermuter update versi
1,kenapa aplikasi ini buruk ketika di buka,aplikasi buruk buka
1,"Gak jelas, baru install. tiap mau login muncul notif suruh update. Update apanya?🤣",install login muncul notif suruh update update apa
2,Tidak bisa dibuka sudah beberapa kali ini cuma muter² aja minta tolong diperbaiki agar dapat digunakan,buka kali muter tolong baik
1,Selalu perintah kembali ke playstore,perintah playstore
1,Notif minta di update terus sementara di Play store tdk ada pembaruan,notif update play store baru
1,"gagal reset katasandi email tidak ada, terus nik bener tp nama salah data darimana kok gak sama di ktp",gagal reset katasandi email nik nama salah data darimana ktp
1,aplikasi jelek minta pembaruan terus tapi di play store gada pembaruan,aplikasi jelek baru play store baru
1,TDK BS Ter akses di hp walaupun banyak yg sdh sy hapus.knp,ter akses hp hapusknp
2,"menghambat pekerjaan,aplikasi tdk bisa digunakan",hambat pekerjaanaplikasi
1,muter muter wae,muter muter wae
1,"kenapa setelsh di update aplikasi hanya loading terus,,gak bisa di pake ini,,parah",setelsh update aplikasi loading terusgak pakai iniparah
1,kalau belum sempurna jangan di luncurkan. makin ribet. kenapa yg lama aja yg di sempurnakan. mau ngisi data muter² kayak gasing.,sempurna luncur ribet sempurna ngisi data muter kayak gasing
1,aplikasi bikin emosi jiwa,aplikasi bikin emosi jiwa
1,aplikasi selalu eror,aplikasi eror
1,"sudah di download suruh upgrade tapi gak bisa dibuka muter muter terus,",download suruh upgrade buka muter muter
2,jelek aplikasi nya,jelek aplikasi ya
1,"lemot loding terus, setiap mau verval harus di uninstall dulu, download lagi",lot loding verval uninstall download
1,"aplikasi nya gak lancar,saat digunakan banyak banget gangguannya . kenapa masih digunakan padahal tidak efektif sama sekali... padahal setiap THN sekarang harus update data penduduk dan menggunakan aplikasi yg sama yg tidak bisa digunakan dengan maksimal.",aplikasi ya lancarsaat banget ganggu efektif update data duduk aplikasi maksimal
1,tidak bisa di buka,buka
1,tidak berfungsi dengan baik,fungsi
2,Selalu trouble,trouble
1,"aplikasi sering error, engga nyaman. tolong diperbaiki segera",aplikasi error nyaman tolong baik
1,"Gak maksimal..loading terus...gimana ini mau mengerjakan data di aplikasi,sedang kader dikejar deadline harus selesai.. aplikasi payah",maksimalloading terusgimana data aplikasisedang kader kejar deadline selesai aplikasi payah
2,totong di updet aflikasi tidak bisa,totong updet aflikasi
2,"mempermudah input data, tapi aplikasi nya sering error 😭😭",mudah input data aplikasi ya error
1,"Harusnya aplikasinya diperbaiki dulu trial&error nya baru dilaunching kan, baru diaplikasikan penggunaannya. Ini baru buka udah tutup aplikasi dipaksa berhenti gak bisa dipakai. Jelek banget pengaplikasiannya pemerintah kalau masalah IT. Seperti belum siap pakai tapi dipaksa buat harus dipakai",aplikasi baik trialerror ya dilaunching aplikasi guna buka tutup aplikasi paksa henti pakai jelek banget aplikasi perintah pakai paksa pakai
1,tidak bisa di buka aplikasi na,buka aplikasi nya
2,"banyak gangguan, sering eror",ganggu eror
1,aplikasi tidak lancar,aplikasi lancar
1,di hp saya sama sekali ga bisa dipake. loading trs. gimana kerjanya coba???? tolong lah kesiapan yg matang servernya,hp pakai loading kerja coba tolong kesiap matang servernya
2,susah sekali kita mendownload aplikasi ini,susah mendownload aplikasi
1,"di HP saya masih selalu diarahkan untuk update aplikasi.. Otomatis kembali ke PlayStore.. Pdhal sdh di update masih muncul disuruh update ke PlayStore lagi.. Sampai tgl 10 Juli ini, sy masih belum bisa mengerjakan kembali.. Bagaimana solusinya? 🙏",hp arah update aplikasi otomatis playstore update muncul suruh update playstore tanggal juli solusi
2,"pekerjaan verval sangat melelahkan, karna sering adanya perbaikan2, hingga menyita waktu. kami kerja sosial kan.",kerja verval lelah baik sita kerja sosial
1,"udah diperbarui masa dialihkan ke play store terus, belum pernah daftar elsimil tapi ko terdaftar. minta kata sandi baru by email tp tidak ada notifikasi apapun ke email. kalau belum siap, lebih baik jangan di gunakan dulu.",baru alih play store daftar elsimil daftar sandi by email notifikasi apa email
1,memuat data trs sampe muak,muat data muak
1,"masa dari kmren gakbisa bisa. cuma muter muter doang di uninstal trs pasang lg jg sama aja. mbokya gausah ngerepotin pendata dong, ganti ganti aplikasi aja buat bingung",kemarin gakbisa muter muter doang uninstal pasang mbokya ngerepotin data ganti ganti aplikasi bingung
2,setelah download malah gabisa dibuka,download buka
2,lelet,lelet
1,apl ngak guna sulit utk masuk,apl sulit masuk
1,kurang bagus,bagus
1,aplikasi tdk bisa dipergunakan dgn baik,aplikasi
2,kenapa di saja tidak jadi di uplode yaa,uplode ya
1,"aplikasi nya tolong di benerin dong,perintahnya nyuruh update tpi di play store gk ada updatenya,,, trus gimana mau pakeknya,,??",aplikasi ya tolong benerin dongperintahnya nyuruh update play store updatenya pakeknya
1,"aplikasix mngkin belum 100%siap pakai untuk se-Indonesia,jadinya keluar masuk",aplikasix pakai seindonesiajadinya masuk
1,"aplikasi sudah di donloud, tapi tidak bisa di buka, bagaimana solusinya,,",aplikasi donloud buka solusi
1,dibukak selalu kembali terdapat pembaruan apl bikin pusing,dibukak baru apl bikin pusing
1,tidak bisa di gunakan,nan
2,"d buat pusing sma aplikasi yg satu ini,sdah d update tpi ketika d buka selalu sja d arahkan untuk update padahal udah d uptade ke versi yg paling baru,mna tdk bisa terbuka data2x😌",pusing aplikasi inisdah update buka arah update uptade versi barumna buka datax
1,Selalu jelek meskipun diperbarui ky gimana pun. Mau sok canggih tp gak pernah evaluasi cara kerja aplikasi yg diluncurkan. Error kok terus terusan dr awal muncul aplikasi ini,jelek baru kaya sok canggih evaluasi kerja aplikasi luncur error terus muncul aplikasi
1,"aplikasinya belum sempurna. berulang kali Unistall, restart hp, trus install lagi tetep gk bisa disuruh update padahal baru install.",aplikasi sempurna ulang kali unistall restart hp install suruh update install
1,masa sekelas BKKBN aplikasi buruk bgt mempersulit orang,kelas bkkbn aplikasi buruk banget sulit orang
1,setiap mau di buka pasti nggak ke buka cuma loading terus😩,buka buka loading
1,"setiap aplikasi baru selalu jelek tidak ada evaluasi dari yg sudah"", bikin males",aplikasi jelek evaluasi bikin malas
1,sulit,sulit
1,sudah di update tapi gak bisa di pakek,update pakai
1,aplikasinya susah digunakan,aplikasi susah
1,tetep aja di uninstal trs instal ulang ttp gak bisa di pakai apk nya.. tolong di perbaiki dong,uninstal instal ulang pakai apk ya tolong baik
1,selalu berubah2 gak jelas....data gak pernah valid.....entah ambil data dari mana....lbh baik disempurnakan aplikasi yg ada gak usah buat aplikasi baru...gak semua pendata dapat langsung mengerti cara penggunaannya.....sekian dan terima kasih,ubah jelasdata validentah ambil data manalbh sempurna aplikasi aplikasi barugak data langsung erti penggunaannyasekian terima kasih
1,reset pasword tapi pasword sementara tidak di kirim di email,reset pasword pasword kirim email
1,saya kasih bintang 1 dulu,kasih bintang
1,Susah dibuka aplikasinya,susah buka aplikasi
1,"bola balik ke playstore terus,kapan mulai kerjanya kalo gini😢😢",bola playstore teruskapan kerja
1,sudah di update tp tetep tidak bisa lanjut ke menu selanjutnya jadi tidak berguna,update menu guna
1,ngeleg,ngeleg
2,"susah diakses, muter dan bolak-balik terus, ga bisa login, bikin stres",susah akses muter bolakbalik login bikin stres
2,gk bisa di bukakan,buka
1,"aplikasi susah untuk digunakan, selalu mengarahkan ke playstore untuk update. Tolong diperbaiki sebelum meminta kader untuk menggunakan.",aplikasi susah arah playstore update tolong baik kader
1,Ayolah dibenahi aplikasinya. Biar mempermudah kinerja lini lapangan,ayo benah aplikasi biar mudah kerja lini lapang
1,ndak bisa dibuka .. ndak bisa login sudah hampir dowlod ulang 10 kali.tetap tdk bisa,indak buka indak login dowlod ulang kalitetap
1,burukk sekalii,burukk
2,"Aplikasi belum siap sdh diluncurkan, padahal sdh versi terbaru tapi tetap muncul notif minta update",aplikasi luncur versi baru muncul notif update
1,"tidak bisa dibuka, karena ketika dibuka selalu minta update dan otomatis dialihkan ke PlayStore padahal sudah di update sebelumnya",buka buka update otomatis alih playstore update
1,parah update mulu.,parah update mulu
2,tidak bisa masuk ke aplikasi ini bagaimana caranya,masuk aplikasi
1,aplikasi agak lelet di gunakan,aplikasi lelet
1,"terdapat perbaharuan dan diarahkan ke playstore. namun tidak ada tombol perbaharuan, maka coba uninstall, sudah 4x uninstall dan install ulang namun notifikasi perlu perbaharuan saat buka aplikasi masih ada sehingga tidak dapat menggunakan aplikasi. apa tidak ada solusi?",baharu arah playstore tombol baharu coba uninstall kali uninstall install ulang notifikasi baharu buka aplikasi aplikasi solusi
1,kenapa KLO udah di uninstall lalu di install gak bisa d buka lagi ☹️,uninstall install buka
1,update melulu,update melulu
2,aplikasi bermasalah tidak dapat dibuka,aplikasi masalah buka
1,severe sering lemot,severe lot
1,"bolak balik di bawa ke play store ,,aplikasi ga bisa di buka gimna mau ngedata...",bolak bawa play store aplikasi buka ngedata
1,belum memuaskan masih banyak yang perlu diperbaiki,muas baik
1,"kok diarahkan ke playstore trs, jd stres mo ngerjakan, pdhl kerjaan gak cuma ini sj, dr pagi smpe pagi lg, gak bisa di buka, slalu diarahkan ke playstore dan kluwer2 trs",arah playstore stres ngerjakan kerja pagi pagi buka arah playstore kluwer
2,"setiap membuka siga mobile selalu di arah kan ke play store terus ,JD sampai sekarang belum bisa mengerjakan verval juga elsimil",buka siga mobile arah play store verval elsimil
1,dulu data verval..skrg SIGA .Di downlod susah nya minta ampun..kembali notif hrs ke play store...di coba masuk play store ttep sama sj gk bs..gmn mo mendata,data vervalskrg siga downlod susah ya ampunkembali notif play storedi coba masuk play store bsgmn data
2,"gimana caranya supaya siga mobili terbuka .terus d ilang "" muter aja .balik lagi .balik lagi pusing deh",siga mobil buka hilang muter pusing deh
1,"1. Kenapa data Pasca persalinan tidak bisa muncul ? 2. Pengisian berat badan Baduta tidak bisa pakai tanda baca koma, sehingga berat badan yg diisi tidak sesuai dengan yg sebenarnya.",data pasca salin muncul isi berat badan baduta pakai tanda baca koma berat badan isi sesuai
1,Aplikasi SIGA Yg ini bikin emosi bagi pendata...karena belum lama lancar langsung gampang loading dan lama...kader/pendata sampai begadang2 demi mendata di saat aplikasi bagus...tp ngg lama loading lagi dan lama,aplikasi siga bikin emosi pendatakarena lancar langsung gampang loading lamakaderpendata begadang data aplikasi bagustp loading
1,aplikasi Selalu minta diperbarui.. padahal sudah diperbarui 🫩 .. berulang kali di instal tetap saja minta diperbaharui. kapan selesainya kalau begini caranya 😮‍💨😮‍💨😮‍💨,aplikasi baru baru ulang kali instal baharu selesai
2,"tombol ""Muat lebih banyak"" tidak terlihat saat memakai filter, tolong di perbaiki!",tombol muat pakai filter tolong baik
1,"aplikasi model apa ini... mau masuk muncul ""notifikasi"" terus !!!!!!",aplikasi model masuk muncul notifikasi
1,cara upgrade ke versi baru gimana,upgrade versi
1,parahh,parah
1,aplikasi.......cape deh.....lagi asyik asyik verval selalu saja error.kapan baru selesai udah turun ke lokasi aplikasi nya selalu bermasalah......,aplikasicape dehlagi asyik asyik verval errorkapan selesai turun lokasi aplikasi ya masalah
1,sllu saja kmbali ke play store dan berulang ulang,play store ulang ulang
1,lemot,lot
1,munyer terus aplikasinya,munyer aplikasi
1,"gak bisa di buka, update pembaharuan tapi gk ada",buka update baharu
1,tolong lah ini gmn tugas kader mau selesai.. aplikasi nya pun ga bisa bisa kebuka.,tolong tugas kader selesai aplikasi ya buka
1,diarahkan ke playstore terus. katanya ada pembaruan aplikasi. tapi pas diplaystore ga ada suruh update.,arah playstore baru aplikasi pas diplaystore suruh update
1,yang udah di verval sama yang belum sama warna nya jadi gak bisa di bedain mana yg udah mana yg belum.. belum lagi udah capek2 ngisi data giliran di save gagal terus...belum lagi loading melulu..tolong di perbaiki lagi aplikasinya🙏,verval warna ya beda capek ngisi data gilir save gagal terusbelum loading melulutolong baik aplikasi
1,apa ini. server tidak ada update terus terusan. developer kerja ngga sih?,server update terus developer kerja sih
1,aplikasinya stres sudah diupdate gagal tefus masuk,aplikasi stres diupdate gagal tefus masuk
1,perangkat aplikasi menjengkelkan pengen data akurat tapi sarana sekarat muter muter bae ganti servernya donk,perangkat aplikasi jengkel pengin data akurat sarana sekarat muter muter bae ganti servernya
1,mhon kalau bisa pas kita mau verpal data jangan lemot terus,mhon pas verpal data lot
1,"Tidak dapat dibuka, tulisannya terdapat pembaruan aplikasi anda akan di arahkan ke playstore mulu sampai kiamat",buka tulis baru aplikasi arah playstore mulu kiamat
1,eror terus,eror
1,mau log in ko ada bacaan pembaruan sih padahal dah di uninstall dan di install lagi ga becus yang bikin apk,log baca baru sih uninstall install becus bikin apk
1,blm bisa ke buka masih muter teruss,buka muter
2,yg pakai aplikasi ini mumet,pakai aplikasi mumet
1,selalu eror,eror
2,"aplikasi apaan udh di perbaruin mntk pembaruan lagi, kerja trhambat tdk tepat waktu,, gimana ni privaider nya coba prbaikin , gmana data mau cpt klo gini gini aajha..., klo blm siap jgn buat dlu.",aplikasi perbaruin mntk baru kerja trhambat nih privaider ya coba prbaikin data cepat aajha
2,muter terus dan update terus tapi masih muter ga bisa buka data bagaimana selesai nya,muter update muter buka data selesai ya
2,masih belum stabil ya?banyak loading nya,stabil yabanyak loading ya
2,"mau ngisi data aja muter2 nya sejam. padahal da upgrade ke versi yg terbaru. katanya sudah diperbaiki sistemnya. masih ajaaa lemot sistemnya. Tolong diperbaiki agar lebih baik lagi. saya sebagai TPK sangat kewalahan karna saking lemotnya, mengingat apk ini sering sekli digunakan untuk input data dengan jumlah banyak. sehingga mempersulit kader TPK di lapangan.",ngisi data muter ya jam dah upgrade versi baru baik sistem lot sistem tolong baik tpk kewalahan saking lot apk sekli input data sulit kader tpk lapang
1,nik tiba2 sudah terdaftar,nik daftar
1,parah error terus,parah error
1,tdk bisa di perbaharui ke versi baru,baharu versi
1,"Bintang 1 aja dulu, sudah update versi terbaru masih aja diarahkan untuk pembaharuan aplikasi, semoga tim pengembang segera memperbaiki masalah ini. Tolong hilangkan fitur cek versi aplikasi pada beberapa layar untuk memastikan kesesuaian versi.",bintang update versi baru arah baharu aplikasi moga tim kembang baik tolong hilang fitur cek versi aplikasi layar sesuai versi
1,setiap membuka aplikasi suru pembaruan padahal sudah pembaruan aplikasi,buka aplikasi suruh baru baru aplikasi
1,oke,oke
1,sudah saya update aplikasi tapi balik lagi ke play store,update aplikasi play store
1,masih sering eror,eror
1,jelek selalu gabisa di buka apknya,jelek buka apknya
1,sudah di uninstall dan vetsi terbaru masih diminta upgrade,uninstall vetsi baru upgrade
1,apilksi gk good,apilksi good
2,Data sasaran tdk lengkap dan sering error,data sasar lengkap error
1,"aplikasi ny g bisa k buka, udh d perbarui mlah eror trus",aplikasi nya buka baru eror
1,apk yg gk jelas banget 🤯,apk banget
1,"aplikasi baru ini tidak bisa dibuka diprangkat saya, diinstal dan trus diarahkan kembali ke playstore, berulang-ulang.",aplikasi buka diprangkat diinstal arah playstore berulangulang
1,ribet x,ribet kali
1,"awalnya bisa d download, terus harus update k versi terbaru kenapa d hp saya (xiaomi 13 pro) gak bisa-bisa yah..",download update versi baru hp xiaomi pro bisabisa ya
1,aplikasinya sering eror ngk bisa msk,aplikasi eror masuk
1,aplikasi msh blm lancar data yg SDH di simpan TDK kelihatan laporannya,aplikasi lancar data simpan lapor
1,eror terus,eror
2,"aplikasi nya kembali"" LG ke play stor",aplikasi ya play stor
2,setiap mau masuk aplikasi pasti diarahkn ke playstore terus menerus 🥴,masuk aplikasi diarahkn playstore terus
1,aplikasi sering error bin muter2 tolong diperbaiki karena kita di kejar target,aplikasi error bin muter tolong baik kejar target
1,"loading lama sekali, teknik pengolahan data kurang update, harusnya tidak ada data ganda. mohon dievaluasi lagi aplikasinya",loading teknik olah data update data ganda mohon evaluasi aplikasi
1,"minta reset sandi, setelah direset gak dapat sandi sementara. sudah menghubungi tpk, dialihkan ke bidan. hasilnya gagal input provinsi. menghubungi pusat katanya kalau beda provinsi gak bisa. teru siapa lg yang harus dihubungi kalau gini. aplikasi gak jelas",reset sandi direset sandi hubung tpk alih bidan hasil gagal input provinsi hubung pusat beda provinsi hubung aplikasi
2,tidak bisa dibuka,buka
1,suruh perbarui terus aplikasi ga bisa dipake !,suruh baru aplikasi pakai
1,"perbaiki aplikasinya,, jelek banget ngak pernah berhenti mau di update",baik aplikasi jelek banget henti update
1,kalau aplikasi ga mendukung setidaknya sediakan website yang jelas.. biar bisa jadi alternatif..,aplikasi dukung sedia website biar alternatif
1,aplikasi gak mutu. jelek. nyusahin kader,aplikasi mutu jelek susah kader
1,slalu gk bisa instal,instal
2,muter2 terus,muter
1,"aplikasi jelek banyak bug nya saya mau daftar warga jadi susah, udah susah tambah susah, stresss yang bikin aplikasi nya mending di hapus aj g pantes di kasih bintang.",aplikasi jelek bug ya daftar warga susah susah susah stresss bikin aplikasi ya mending hapus kasih bintang
1,jelek jaringan nya,jelek jaring ya
1,aplikasi kurang memuaskan selalu berubah....menyebabkan sesuatunya terhambat dan tak nyaman,aplikasi muas berubahmenyebabkan hambat nyaman
1,"punyaku gara"" diarahkan ke google play terus ke uninstall, habis tu ga bisa login padahal email sama sandi udah bener, tolonggg dong. kita pake aplikasi biar enak malah dibikin ribet🥺",punya gara arah google play uninstall habis login email sandi tolonggg pakai aplikasi biar enak bikin ribet
1,ga bs masuk,masuk
1,gak pernah bisa dibuka,buka
1,aplikasi yg belum matang,aplikasi matang
1,banyak virusss bikin ngelegg,virusss bikin ngelegg
1,jaringannya lelet,jaring lelet
1,"d.sruh update, pas diupdate tdk bisa masuk dalam aplikasi, mn skrang ad penginputan tpk, dan pendataan verval. akhirnya t.bisa menginput. terhambat semua. sangat jelek sekali",dsruh update pas diupdate masuk aplikasi penginputan tpk data verval tbisa menginput hambat jelek
2,sering eror,eror
1,udah login minta update terus menerus.,login update terus
1,"aplikasi nya kurang memuaskan, tidak bisa input nama dll, di refresh juga tetep gk bisa input data",aplikasi ya muas input nama dll refresh input data
1,"tolong ya segera di perbarui,ketika sudah update tapi tetap di arah kan ke play store kembali.ini sangat sangat mempersulit dan membuang waktu",tolong ya perbaruiketika update arah play store kembaliini sulit buang
1,"aplikasi lama bisa digunakan, aplikasi br mlh muncul nitof aplikasi baru tersedia di playstore.. padahal sudah install terbaru 🤦‍♂️",aplikasi aplikasi muncul nitof aplikasi sedia playstore install baru
1,pakai aplikasih baru mala tdk bisa masuk ?sudah pakai 2 hp ttp tdk bisa dipakai,pakai aplikasih mala masuk pakai hp pakai
1,Aplikasi nya lebih banyak error,aplikasi ya error
1,"tak bisa dibuka , walau sudah diupdate",buka diupdate
1,Sangat buruk.. tolong di persiapkan dulu aplikasi nya dengan matang sebelum di operasikan oleh pengguna.. gara2 aplikasi yg tidak ready membuat pekerjaan verval ini tdk berjalan dgn baik,buruk tolong siap aplikasi ya matang operasi guna gara aplikasi ready kerja verval jalan
1,Aplikasi untuk menguji kesabaran,aplikasi uji sabar
2,"awalnya bisa d instal pas udah d update ga bisa bisa, gimana ini padahal udah mauengerjakan",instal pas update mauengerjakan
1,apk error,apk error
1,"ngebug terus, tlg perbaiki",ngebug tolong baik
2,aplikasi yang sangat tidak sempurna,aplikasi sempurna
1,"bagaimana sih, ini aplikasi arahkan update k playstore terus,, pdhal sdah di update. buka aplikasi. mentok distu sja",sih aplikasi arah update playstore update buka aplikasi mentok distu
1,"aplikasi nya parah ,loding trus gak bisa log in, bagaimana ni solusinya, jd gak bisa ngerjain verval nya",aplikasi ya parah loding log nih solusi ngerjain verval ya
1,"aplikasi nya belum mumpuni, perlu di evaluasi dan diperbaiki lagi",aplikasi ya mumpuni evaluasi baik
1,"udah di download gak bisa masuk berulang kali harus update sampai berulang kali instal ulang,,, maunya apa sih.",download masuk ulang kali update ulang kali instal ulang mau sih
1,ok,ok
1,"Tidak jelas pun, dikit dikit update sementara aplikasi tidak mendukung",dikit dikit update aplikasi dukung
1,"gimana ini aplikasi masa saya mau bikin akun catin nggk bisa trus, yg pertama email sudah digunakan giliran udah ganti email Nik digunakan nggk jelas padahal blom pernah bikin akun ini, bikin kesel deh",aplikasi bikin akun catin email gilir ganti email nik bikin akun bikin kesel deh
1,aplikasi jelek trus di suruh update aja,aplikasi jelek suruh update
1,aplikasi nya sulit untuk masuk,aplikasi ya sulit masuk
1,aplikasi masih kurang bagus sebab selalu eror dan sudah di update minta kembali terus di play store...,aplikasi bagus eror update play store
1,error disuruh update ke playstore tapi di playstore tidak ada update,error suruh update playstore playstore update
1,tidak bisa memuat data meskipun sudah diuninstal,muat data diuninstal
1,"aplikasinya jelek,baru login disuruh update,udah diupdate ttp error mlah balik ke play store disuruh updat lagi,bener² ngk bisa dipakek,pas buka dirumah bisa,pas pergi ngedata kerumah orang aplikasinya busuk banget loading mulu leletttttr,udahh hampir 2 mingguan nyoba buka ttp ngk bisa,kesel bgt tampilannya aja yg diperbaharui tapi isinya ttp kek semula lelettt.",aplikasi jelekbaru login suruh updateudah diupdate error play store suruh updat lagibener dipakekpas buka rumah bisapas pergi ngedata rumah orang aplikasi busuk banget loading mulu leletttttrudahh minggu coba buka bisakesel banget tampil baharu isi kayak lelettt
2,"belum sempurna ,selalu mengarahkan ke play store",sempurna arah play store
1,"Kaka kenapa aplikasinya tidak bisa dibuka ,mohon segera di perbaiki",kakak aplikasi buka mohon baik
1,udah di instal ulang.tapi malahan ga bisa di buka,instal ulangtapi buka
2,nggk bisa di buka.loding terus,bukaloding
1,setiap buka aplikasi kembali lagi diarahkan ke playstore...hadooohh...gmn ini....harusny naik versi akan lebih bagus malah tambah kacau...lebih bagus versi yg lama,buka aplikasi arah playstorehadooohhgmn iniharusny versi bagus kacaulebih bagus versi
1,saya menginstal tdk dpt dpt,menginstal
1,jelek ga asik buat kerja,jelek asik kerja
2,ini udh instal kok gak bisa dibuka ya?,instal buka ya
